date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:33:46	910710/910710	---M-Z	200	added ('OK')	image/svg+xml	etag:%22de576-601159b3-5cae73400ec4e14d;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-solid-900.svg	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-solid-900.svg	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
15:33:46	28620/28620	---M--	200	added ('OK')	font/woff2	etag:%226fcc-601159b0-468058f3245ed419;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/CircularStd-Bold.woff2	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/font/CircularStd-Bold.woff2	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/stylesheet.css)
15:33:47	38948/38948	---MCZ	200	added ('OK')	application/font-woff	etag:W/%229824-601159b0-b5892439c7af3fd;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/CircularStd-Bold.woff	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/font/CircularStd-Bold.woff	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/stylesheet.css)
15:33:48	31240/31240	---M--	200	added ('OK')	font/woff2	etag:%227a08-601159b0-b575e4e704a43b81;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/CircularStd-BlackItalic.woff2	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/font/CircularStd-BlackItalic.woff2	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/stylesheet.css)
15:33:48	42628/42628	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22a684-601159b0-80157800acd85604;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/CircularStd-BlackItalic.woff	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/font/CircularStd-BlackItalic.woff	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/stylesheet.css)
15:33:49	28472/28472	---M--	200	added ('OK')	font/woff2	etag:%226f38-601159b0-13df09d80f8b2a0e;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/CircularStd-Black.woff2	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/font/CircularStd-Black.woff2	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/stylesheet.css)
15:33:50	38780/38780	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22977c-601159b0-9010ea131e0e4cd0;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/CircularStd-Black.woff	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/font/CircularStd-Black.woff	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/stylesheet.css)
15:33:50	83100/83100	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221449c-601159b0-a35f128533e24610;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/860c3ec7bbc5da3e97233ccecafe512e.eot	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/font/860c3ec7bbc5da3e97233ccecafe512e.eot	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/stylesheet.css)
15:33:51	83100/83100	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221449c-601159b0-a35f128533e24610;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/860c3ec7bbc5da3e97233ccecafe512e.eot?	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/font/860c3ec7bbc5da3e97233ccecafe512ed41d.eot	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/stylesheet.css)
15:33:51	24876/24876	---M--	200	added ('OK')	font/woff2	etag:%22612c-601159b0-e6781047ad0bf43d;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/860c3ec7bbc5da3e97233ccecafe512e.woff2	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/font/860c3ec7bbc5da3e97233ccecafe512e.woff2	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/stylesheet.css)
15:33:52	34712/34712	---MCZ	200	added ('OK')	application/font-woff	etag:W/%228798-601159b0-67cbffc0180b3379;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/860c3ec7bbc5da3e97233ccecafe512e.woff	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/font/860c3ec7bbc5da3e97233ccecafe512e.woff	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/stylesheet.css)
15:33:52	82868/82868	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22143b4-601159b0-befbc442dc87e6b;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/860c3ec7bbc5da3e97233ccecafe512e.ttf	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/font/860c3ec7bbc5da3e97233ccecafe512e.ttf	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/stylesheet.css)
15:33:53	336615/336615	---M-Z	200	added ('OK')	image/svg+xml	etag:%22522e7-601159b0-de1c948438ae9144;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/860c3ec7bbc5da3e97233ccecafe512e.svg	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/font/860c3ec7bbc5da3e97233ccecafe512e.svg	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/font/stylesheet.css)
15:33:54	1005160/1005160	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f5668-601159b4-20d729304c4ef543;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/mdi-icons/fonts/materialdesignicons-webfont.eot?v=5.8.55	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/mdi-icons/fonts/materialdesignicons-webfonte910.eot	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/mdi-icons/css/materialdesignicons.min.css)
15:33:54	1005160/1005160	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f5668-601159b4-20d729304c4ef543;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/mdi-icons/fonts/materialdesignicons-webfont.eot?	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/mdi-icons/fonts/materialdesignicons-webfontd41d.eot	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/mdi-icons/css/materialdesignicons.min.css)
15:33:55	319984/319984	---M--	200	added ('OK')	font/woff2	etag:%224e1f0-601159b4-b85ad23e55e8abbb;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/mdi-icons/fonts/materialdesignicons-webfont.woff2?v=5.8.55	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/mdi-icons/fonts/materialdesignicons-webfonte910.woff2	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/mdi-icons/css/materialdesignicons.min.css)
15:33:55	456532/456532	---MCZ	200	added ('OK')	application/font-woff	etag:W/%226f754-601159b4-6fdc2512dc5a9a4c;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/mdi-icons/fonts/materialdesignicons-webfont.woff?v=5.8.55	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/mdi-icons/fonts/materialdesignicons-webfonte910.woff	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/mdi-icons/css/materialdesignicons.min.css)
15:33:56	1004940/1004940	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22f558c-601159b4-bf8fe1801ab4aed7;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/mdi-icons/fonts/materialdesignicons-webfont.ttf?v=5.8.55	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/mdi-icons/fonts/materialdesignicons-webfonte910.ttf	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/mdi-icons/css/materialdesignicons.min.css)
15:33:57	773797/773797	---M--	200	added ('OK')	image/jpeg	etag:%22bcea5-601159b0-e43a59a5e74777bb;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/banner-img.jpg	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/banner-img.jpg	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/css/custom.css)
15:33:58	121798/121798	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Aug%202023%2008:33:57%20GMT	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/login.html	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/login.html	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/orders.html)
15:33:59	5932/5932	---M--	200	added ('OK')	image/png	etag:%22172c-601159b0-46c71ea74eb8938a;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/user4.png	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/user4.png	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/messages.html)
15:34:00	226458/226458	---M--	200	added ('OK')	image/jpeg	etag:%223749a-601159af-4db267acdca6cb30;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/banner.jpg	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/banner.jpg	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/detail.html)
15:34:00	9692/9692	---M--	200	added ('OK')	image/png	etag:%2225dc-601159af-4c53110daf6fc1f;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/king-logo.png	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/king-logo.png	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/detail.html)
